OBJECTID,COD_SIG,COD_SIG_ESTACIONAMENTO,MORADA,MORADA_DETALHE,FREGUESIA,LOCALIZACAO,TIPO_ESTACIONAMENTO,MODELO,NUM_SUPORTES,CAPACIDADE,COBERTO,BALIZADORES,DOMINIALIDADE,ESTACIONAMENTO_ESTADO,EQUIPAMENTO_SERVIDO,FONTE_LEVANTAMENTO,DATA_INSTALACAO,OBS,GlobalID,x,y
15043,664,664,Miradouro do Monte Agudo,,Arroios,Passeio,BICICLETA,Sheffield standard,3,6,Não,,Privado,Interdito Micromobilidade,,,,,c30c6986-af6a-4e07-9b21-9e97d3891582,-1016498.77857812,4682570.34149857
15044,2282,2282,"Avenida Infante Santo, 25D",Junto à barreira,Estrela,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,10/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,19134046-9b8a-45fb-b49c-61754e416b25,-1020534.89791159,4679836.13241378
15045,2283,2283,"Avenida Infante Santo, 46","Escadas de acesso à Rua Maestro António Taborda, entre o portão e o acesso às escadas",Estrela,Passeio,HOTSPOT,,0,10,Não,0,Público,Dedicado Micromobilidade,,DGM,10/11/2023 12:00:00 AM,HOTSPOT VIRTUAL,5ecccfaa-dacb-4ab7-8d24-6335e28de096,-1020497.74986464,4679813.75838606
15046,608,608,Rua da Cintura do Porto de Lisboa,Atrás Estação CP perto muro do Pingo Doce,Misericórdia,Passeio,BICICLETA,Sheffield standard,5,10,Não,0,Público,Partilhado com Micromobilidade,Estação Ferroviária,Metro/DEPM,4/15/2019 12:00:00 AM,,3da59cf3-243b-4d4b-af85-19edc5a71b09,-1017953.41160263,4679576.32803982
15047,669,669,"Campus de Campolide, Reitoria","Reitoria da Universidade Nova de Lisboa, no interior do campus de Campolide, próximo do edifício da Reitoria",Campolide,Passeio,BICICLETA,Sheffield standard,6,12,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,19e998d6-407e-41a6-b995-064a3d8374e0,-1019717.93123049,4683641.9805302
15048,670,670,Campus de Campolide,"Faculdade de Economia da Universidade Nova de Lisboa, no interior do campus de Campolide, próximo do edifício da Fac. Econ. e I.S.E.G.I.",Campolide,Passeio,BICICLETA,Sheffield standard,15,30,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,7c326bd2-1328-4f3e-bf19-80cd2c03a831,-1019671.90024461,4683511.93080274
15049,671,671,Campus de Campolide,"Faculdade de Economia da Universidade Nova de Lisboa, no interior do campus de Campolide, a tardoz do edifício da Fac. Econ. e I.S.E.G.I.",Campolide,Passeio,BICICLETA,Sheffield standard,22,44,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,61cda8ac-7e65-4643-8247-2afbbb4da9ee,-1019712.4657067,4683410.81868227
15050,672,672,"Campus de Campolide, Anfiteatro","Universidade Nova de Lisboa, no interior do campus de Campolide, no estacionamento próximo do Anfiteatro e Bar",Campolide,Passeio,BICICLETA,Sheffield standard,12,24,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,,,7717c923-dda2-4588-a73d-40e63a9c550e,-1019672.98352869,4683435.25150261
15051,705,705,"Rua Capitão-Mor Pedro Teixeira, Escola","Escola Moinhos do Restelo, no interior",Belém,Passeio,BICICLETA,Sheffield standard,4,8,Não,0,Privado,Interdito Micromobilidade,Equipamento Ensino - Escola 1 ciclo,DEPM,12/18/2019 12:00:00 AM,,938f88be-68b1-40b4-acdb-fe5121be18d0,-1024914.57965912,4679854.73127479
15052,706,706,"Praça Afonso de Albuquerque, 1",Entre caldeiras das árvores,Belém,Passeio,HOTSPOT,Sheffield standard,2,9,Não,0,Público,Partilhado com Micromobilidade,,DEPM,6/8/2019 12:00:00 AM,,7f997f3c-ff48-40b2-a15a-d56107e2642d,-1024311.64235905,4678356.78168437
15053,707,707,Praça Afonso de Albuquerque,Entre caldeiras das árvores,Belém,Passeio,HOTSPOT,Sheffield standard,2,9,Não,0,Público,Partilhado com Micromobilidade,,DEPM,12/20/2019 12:00:00 AM,,0dd87cdf-9377-4519-95a1-e629d133daca,-1024308.95260613,4678337.48840228
15054,708,708,"Rua Dom Francisco Manuel de Melo, 21A",Último lugar de estacionamento antes entrada de garagem,Avenidas Novas,Lugar estacionamento automóvel,BICICLETA,Sheffield estreito,5,10,Não,2,Público,Partilhado com Micromobilidade,,,,,06b0675b-3851-45d1-aebd-ed9816223a51,-1019568.43890996,4682823.42417333
15055,709,709,Doca de Santo Amaro,"Entre estacionamento e caminho de ferro do lado da rotunda, entre as caldeiras de árvores",Alcântara,Passeio,HOTSPOT,Sheffield standard,4,13,Não,0,Público,Partilhado com Micromobilidade,,DEPM,12/27/2019 12:00:00 AM,,aac8ac66-c072-4815-bed9-eeb24fba9829,-1021397.04017954,4678818.38594294
15056,711,711,"Avenida Rovisco Pais, 16","Instituto Superior Técnico da Universidade Técnica de Lisboa, no exterior, no primeiro lugar de estacionamento longitudinal próximo da entrada sul",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,,Público,Partilhado com Micromobilidade,Equipamento Ensino - Ensino Superior,DEPM,5/20/2019 12:00:00 AM,,99c87c9f-5115-4f73-8b65-e9a7a2c1cb4a,-1017314.92481418,4683826.51427426
15057,837,837,"Campo dos Mártires da Pátria, 57","Ultímo lugar de estacionamento, antes da raia que antecede o semáforo",Arroios,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,4,Público,Partilhado com Micromobilidade,,DEPM,6/25/2020 12:00:00 AM,,0fdcde54-d457-414a-b164-14cee6e9f8fc,-1017522.15257714,4682013.4842865
15058,838,838,"Rua de São Paulo, 94",,Misericórdia,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,2,9,Não,0,Público,Partilhado com Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,8b8c7a27-e04c-487c-a2d3-5d8d3948bdab,-1017969.01578275,4679910.98772105
15059,839,839,"Rua de São Paulo, 90",,Misericórdia,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,3,11,Não,0,Público,Partilhado com Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,a0353f76-1db3-4ffd-978a-eba85f68edd4,-1017962.62787646,4679908.28997147
15060,840,840,"Rua de São Paulo, 110",,Misericórdia,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,13,Não,0,Público,Partilhado com Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,5dd10f70-9a94-495b-9c72-5248f25cb724,-1018001.47481725,4679924.65068886
15061,841,841,"Rua de São Paulo, 112",,Misericórdia,Lugar estacionamento automóvel,HOTSPOT,Sheffield standard,4,13,Não,0,Público,Partilhado com Micromobilidade,,EMEL,7/1/2021 12:00:00 AM,,b0353ca1-a990-4d49-a11a-23b13b2aee41,-1018007.97399173,4679927.36337541
